Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,Release_Date,Collection_Date,NCBIAccession
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2013,11,6,2012,9,18,,,2013-11-06,2012-09-18,KC881007.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2014,10,30,2012,,,,,2014-10-30,2012,"KF294421.1, KF294432.1, KF294433.1, KF294440.1, KF294441.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2015,12,31,2013,,,,,2015-12-31,2013,"KJ473814.1, KJ473815.1, KJ473816.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,1,2012,9,18,,,2017-11-01,2012-09-18,"KY417143.1, KY417144.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,1,2013,4,17,,,2017-11-01,2013-04-17,"KY417146.1, KY417147.1, KY417148.1, KY417149.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,1,2013,7,21,,,2017-11-01,2013-07-21,KY417150.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,1,2014,10,24,,,2017-11-01,2014-10-24,KY417151.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,1,2015,10,16,,,2017-11-01,2015-10-16,KY417152.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2011,4,18,,,2017-11-14,2011-04-18,KX285134.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2011,4,8,,,2017-11-14,2011-04-08,KX285125.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,6,6,,,2017-11-14,2013-06-06,"KX285180.1, KX285181.1, KX285182.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,7,24,,,2017-11-14,2013-07-24,KX285220.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,1,23,2015,9,19,,,2018-01-23,2015-09-19,"KX447563.1, KX447564.1, KX447565.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312595.1, MN312596.1, MN312600.1, MN312604.1, MN312605.1, MN312606.1, MN312637.1, MN312638.1, MN312639.1, MN312640.1, MN312641.1, MN312642.1, MN312643.1, MN312644.1, MN312645.1, MN312650.1, MN312653.1, MN312654.1, MN312657.1, MN312688.1, MN312691.1, MN312692.1, MN312693.1, MN312694.1, MN312695.1, MN312696.1, MN312697.1, MN312698.1, MN312699.1, MN312700.1, MN312701.1, MN312702.1, MN312703.1, MN312704.1, MN312705.1, MN312706.1, MN312707.1, MN312708.1, MN312709.1, MN312710.1, MN312711.1, MN312738.1, MN312739.1, MN312740.1, MN312741.1, MN312742.1, MN312814.1, MN312815.1, MN312816.1, MN312818.1, MN312819.1, MN312820.1, MN312821.1, MN312826.1, MN312829.1, MN312830.1, MN312831.1, MN312845.1, MN312846.1, MN312858.1, MN312859.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,12,7,,,,,,2021-12-07,,"OL405719.2, OL405722.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,15,2020,4,29,,,2022-03-15,2020-04-29,MW681002.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,21,2009,11,8,,,2022-03-21,2009-11-08,"OM263333.1, OM263334.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,21,2020,4,29,,,2022-03-21,2020-04-29,"OM263335.1, OM263336.1, OM263337.1, OM263338.1, OM263339.1, OM263340.1, OM263341.1, OM263342.1, OM263343.1, OM263344.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,21,2021,3,20,,,2022-03-21,2021-03-20,"OM263352.1, OM263355.1, OM263356.1, OM263357.1, OM263358.1, OM263359.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,21,2021,9,17,,,2022-03-21,2021-09-17,"OM263345.1, OM263349.1, OM263350.1, OM263351.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,26,2018,9,5,,,2022-03-26,2018-09-05,OK663614.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,27,2020,4,29,,,2022-03-27,2020-04-29,"OM222057.1, OM222058.1, OM222059.1, OM222060.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,27,2020,5,24,,,2022-03-27,2020-05-24,OM222064.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,18,2020,,,,,2022-05-18,2020,"ON012455.1, ON012460.1, ON012464.1, ON012469.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,11,13,2017,2,21,,,2023-11-13,2017-02-21,"OR762900.1, OR762901.1, OR762921.1, OR762922.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,11,13,2017,8,9,,,2023-11-13,2017-08-09,"OR762902.1, OR762903.1, OR762904.1, OR762905.1, OR762906.1, OR762907.1, OR762923.1, OR762924.1, OR762925.1, OR762926.1, OR762927.1, OR762928.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,11,13,2018,3,7,,,2023-11-13,2018-03-07,"OR762908.1, OR762909.1, OR762910.1, OR762929.1, OR762930.1, OR762931.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,11,13,2018,8,21,,,2023-11-13,2018-08-21,"OR762911.1, OR762912.1, OR762932.1, OR762933.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,11,13,2019,11,27,,,2023-11-13,2019-11-27,"OR762913.1, OR762914.1, OR762915.1, OR762916.1, OR762917.1, OR762918.1, OR762919.1, OR762920.1, OR762934.1, OR762935.1, OR762936.1, OR762937.1, OR762938.1, OR762939.1, OR762940.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,3,30,2020,11,,,,2023-03-30,2020-11,"OQ297701.1, OQ297702.1, OQ297703.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,6,22,2012,9,18,,,2023-06-22,2012-09-18,OQ503500.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,6,22,2013,4,17,,,2023-06-22,2013-04-17,OQ503501.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,6,22,2014,5,7,,,2023-06-22,2014-05-07,OQ503502.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,6,22,2014,9,2,,,2023-06-22,2014-09-02,"OQ503495.1, OQ503496.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,6,22,2015,8,29,,,2023-06-22,2015-08-29,OQ503497.1
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,6,22,2016,8,13,,,2023-06-22,2016-08-13,"OQ503503.1, OQ503504.1, OQ503505.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,6,22,2019,4,19,,,2023-06-22,2019-04-19,"OQ503498.1, OQ503499.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,5,2016,,,,,2023-08-05,2016,"OR364995.1, OR364996.1"
rhinolophus sinicus,betacoronavirus pandemicum,89399,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2009,,,,,,211438,https://doi.org/10.1038/sdata.2015.49,,,255733149
rhinolophus sinicus,betacoronavirus pandemicum,89399,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2010,,,,,,211439,https://doi.org/10.1038/sdata.2015.49,,,289495933
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,9,2019,10,22,,,2022-03-09,2019-10-22,"MZ197849.1, MZ197855.1"
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,11,19,2013,6,19,,,2024-11-19,2013-06-19,PQ577578.1
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,11,19,2020,4,29,,,2024-11-19,2020-04-29,"PQ577584.1, PQ577585.1, PQ577586.1, PQ577587.1, PQ577588.1, PQ577589.1"
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,11,19,2020,8,11,,,2024-11-19,2020-08-11,PQ577590.1
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,11,19,2020,9,17,,,2024-11-19,2020-09-17,"PQ577581.1, PQ577582.1, PQ577583.1"
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,11,19,2021,3,20,,,2024-11-19,2021-03-20,"PQ577579.1, PQ577580.1"
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,1,2020,10,1,,,2025-07-01,2020-10-01,"PP150761.1, PP150823.1, PP150824.1"
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,1,2020,9,19,,,2025-07-01,2020-09-19,PP150760.1
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,1,2020,9,21,,,2025-07-01,2020-09-21,"PP150814.1, PP150815.1, PP150816.1, PP150817.1, PP150826.1, PP150827.1, PP150828.1, PP150829.1, PP150830.1, PP150831.1, PP150835.1"
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,1,2020,9,24,,,2025-07-01,2020-09-24,"PP150765.1, PP150767.1, PP150768.1, PP150770.1, PP150818.1, PP150820.1, PP150821.1, PP150825.1"
rhinolophus sinicus,betacoronavirus sp.,89399,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,1,2020,9,28,,,2025-07-01,2020-09-28,"PP150764.1, PP150822.1"
